,No,시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,경도,위도,상태
1257,1353,강남구,11680000451,힐즈어린이집,협동,정상,6374,서울특별시 강남구 자곡로 101 래미안강남힐즈어린이집,02-3411-9663,02-3411-9664,,5,278.0,1,11,11,69,41,37.47265589,127.0958063,미운영,2015-02-25,,,,2021-07-23,일반,0,2,3,0,0,0,0,1,0,6,0,10,19,0,0,0,0,12,0,41,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,04:51.0,127.0946267,37.47486671,정좌표
1258,1354,송파구,11710000710,우리누리송파어린이집,직장,정상,5506,서울특별시 송파구 강동대로 62 (풍납동),02-488-5450,02-488-5450,,5,141.0,0,11,12,48,38,37.52668975,127.1135009,미운영,2015-02-25,,,,2021-07-23,일반,2,2,2,0,0,0,0,1,0,7,6,10,14,0,0,0,0,8,0,38,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,05:02.0,127.1135019,37.52669063,정좌표
1259,1355,구로구,11530000588,은솔어린이집,민간,정상,8208,서울특별시 구로구 경인로67길 33 101동 1층(신도림동 아이파크아파트),02-2678-7728,02-2678-7718,,8,284.0,1,16,12,54,44,37.51128411,126.8880697,미운영,2015-02-24,,,,2021-07-23,일반,2,4,3,1,0,0,0,0,0,10,6,17,12,9,0,0,0,0,0,44,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,03:51.0,126.8887751,37.51116203,정좌표
1260,1356,종로구,11110000162,아이누리 어린이집,직장,정상,3174,서울특별시 종로구 사직로8길 20 파크팰리스 제1층 제101호,02-6959-7695,02-6959-7696,,3,142.0,0,13,13,49,36,37.57393132,126.9705903,미운영,2015-02-24,,,,2021-07-23,일반,0,3,2,0,0,0,0,3,0,8,0,10,6,0,0,0,0,20,0,36,1.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,01:10.0,126.9705945,37.57393395,정좌표
1261,1357,서초구,11650000376,롯데건설어린이집,직장,정상,6525,서울특별시 서초구 강남대로101안길 33,02-6959-5580,02-3444-1471,,3,56.0,0,10,7,18,10,37.5158157,127.0170394,미운영,2015-02-23,,,,2021-07-23,일반,1,3,3,0,0,0,0,0,0,7,2,3,5,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,04:40.0,127.0170371,37.51581565,정좌표
1262,1358,강서구,11500000650,화곡본어린이집,민간,정상,7677,서울특별시 강서구 초록마을로11길 28,02-2606-9788,,,6,154.0,1,7,6,58,24,37.54349712,126.8495126,운영,2015-02-16,,,,2021-07-23,일반,1,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,5,19,0,24,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:42.0,126.8495114,37.54349331,정좌표
1263,1361,성북구,11290000583,예술아이어린이집,가정,정상,2831,서울특별시 성북구 성북로4길 52 한진아파트 204동 101호,02-928-1124,,,3,51.0,0,4,9,19,18,37.59447334,127.0127047,미운영,2015-02-05,,,,2021-07-23,일반,2,1,0,0,0,0,2,0,0,5,5,5,0,0,0,0,8,0,0,18,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02:21.0,127.0087724,37.5960197,정좌표
1264,1362,성북구,11290000582,장위도담어린이집,국공립,정상,2744,서울특별시 성북구 장위로20길 17-7,02-911-0153,02-918-0075,,5,114.0,0,11,11,37,26,37.61315255,127.0435012,미운영,2015-02-01,,,,2021-07-23,일반,3,3,2,1,0,0,2,0,0,11,6,13,7,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,02:21.0,127.0434954,37.6131415,정좌표
1265,1363,양천구,11470000331,선어린이집,가정,정상,7902,서울특별시 양천구 화곡로3길 34 102동 104호(신월동 신도브레뉴2차신월),02-6326-1031,02-6326-1031,,3,53.0,0,5,4,20,8,37.5419833,126.8277817,미운영,2015-02-01,,,,2021-07-23,일반,0,1,1,0,0,0,1,0,0,3,0,0,6,0,0,0,2,0,0,8,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,03:31.0,126.8280076,37.54219096,정좌표
1266,1365,용산구,11170000185,지구촌어린이집,국공립,정상,4346,서울특별시 용산구 회나무로28길 13,02-797-7664,,,5,500.0,2,7,12,55,44,37.53937967,126.9921972,미운영,2015-01-26,,,,2021-07-23,야간연장시간제보육,2,3,2,0,0,0,0,1,0,8,5,14,11,0,0,0,0,14,0,44,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,01:30.0,126.9922005,37.53938327,정좌표
1267,1367,강남구,11680000450,강남아이자람어린이집,가정,정상,6372,서울특별시 강남구 자곡로 175 704동 102호(자곡동LH강남아이파크),02-6397-5999,,,3,70.0,0,4,6,20,9,37.47425044,127.1025416,미운영,2015-01-21,,,,2021-07-23,일반,3,1,1,0,0,0,3,0,0,8,3,0,0,0,0,0,6,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,04:51.0,127.1013597,37.47441758,정좌표
1268,1368,성북구,11290000581,엘키즈 어린이집,가정,정상,2718,서울특별시 성북구 정릉로27길 59,02-911-7780,,,4,57.0,0,4,5,20,13,37.60638078,127.0132458,미운영,2015-01-20,,,,2021-07-23,일반,1,0,1,0,0,0,3,0,0,5,0,0,6,0,0,0,7,0,0,13,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,02:21.0,127.0132396,37.60636759,정좌표
1269,1369,강서구,11500000649,마곡아이숲어린이집,가정,정상,7811,서울특별시 강서구 마곡중앙로 36 1503동 105호(발산1동 마곡엠밸리15단지),02-6448-7839,02-6448-7839,,3,76.0,0,4,6,20,20,37.55731685,126.8273023,미운영,2015-01-16,,,,2021-07-23,일반,3,0,1,0,0,0,1,0,0,5,8,0,7,0,0,0,5,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:41.0,126.8286231,37.5575702,정좌표
1270,1370,서초구,11650000375,양지2어린이집,직장,정상,6794,서울특별시 서초구 샘마을길 73,02-3411-3557,02-3411-3559,,9,1250.0,3,46,33,200,142,37.46346902,127.0704296,미운영,2015-01-16,,,,2021-07-23,야간연장,0,0,0,8,6,5,0,1,0,20,0,0,0,52,39,49,0,2,0,142,1.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,33.0,04:41.0,127.0704292,37.46347144,정좌표
1271,1371,성동구,11200000355,구립 매봉도담어린이집,국공립,정상,4731,서울특별시 성동구 매봉길 88,02-2293-3330,02-2295-3330,,4,214.0,1,8,10,49,30,37.54921092,127.0130139,미운영,2015-01-09,,,,2021-07-23,야간연장,2,3,2,1,0,0,0,0,0,8,6,15,9,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,01:40.0,127.0128162,37.5492295,정좌표
1272,1372,성동구,11200000356,구립 텐즈힐두리어린이집,국공립,정상,4700,서울특별시 성동구 마장로 137,02-2296-8200,02-2296-8201,,3,213.0,0,8,8,42,34,37.57022718,127.0241135,미운영,2015-01-08,,,,2021-07-23,야간연장,0,2,2,1,0,0,0,0,0,5,0,10,14,10,0,0,0,0,0,34,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,01:40.0,127.0237304,37.56998145,정좌표
1273,1374,성북구,11290000578,삼선교어린이집,국공립,정상,2868,서울특별시 성북구 삼선동3가 삼선교로16가길 41,02-766-8872,02-766-8873,,4,140.0,1,10,10,52,11,37.58449041,127.0120871,미운영,2015-01-01,,,,2021-07-23,야간연장,0,1,1,0,0,0,1,1,0,4,0,0,4,0,0,0,3,4,0,11,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,02:21.0,127.0120867,37.58449065,정좌표
1274,1375,동작구,11590000402,구립상도3동어린이집,국공립,정상,7044,서울특별시 동작구 성대로6가길 5,02-825-9153,02-825-9154,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000402,7,220.0,1,24,17,75,51,37.49864276,126.9329345,미운영,2015-01-01,,,,2021-07-23,장애아통합야간연장시간제보육,2,3,3,1,0,0,0,0,0,9,6,15,17,13,0,0,0,0,0,51,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,04:20.0,126.9329368,37.498644,정좌표
1275,1376,성북구,11290000580,연화어린이집,국공립,정상,2842,서울특별시 성북구 안암동5가 개운사길 60-46,02-921-5381,02-926-9083,,5,140.0,0,10,8,49,20,37.59108944,127.0310016,운영,2015-01-01,,,,2021-07-23,일반,2,3,2,0,0,0,4,2,0,13,2,0,6,0,0,0,3,9,0,20,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,02:21.0,127.0311364,37.59084005,정좌표
1276,1377,동작구,11590000401,구립사당4동어린이집,국공립,정상,7011,서울특별시 동작구 사당로22나길 70,02-581-0010,02-581-0308,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000401,5,291.0,2,13,15,78,63,37.48063136,126.9730781,미운영,2015-01-01,,,,2021-07-23,장애아통합야간연장시간제보육,0,0,2,1,1,1,0,0,1,6,0,0,14,15,14,17,0,0,3,63,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,04:20.0,126.9731603,37.48069491,정좌표
1277,1378,성북구,11290000577,보문제일어린이집,국공립,정상,2873,서울특별시 성북구 보문동6가 보문로13길 32,02-928-7768,02-928-7767,,6,179.0,1,14,14,67,46,37.57996766,127.0202307,미운영,2015-01-01,,,,2021-07-23,야간연장,3,2,2,1,0,0,0,1,0,9,9,10,13,0,0,0,0,14,0,46,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,02:21.0,127.020265,37.57984727,정좌표
1278,1379,성북구,11290000579,느티나무어린이집,국공립,정상,2825,서울특별시 성북구 흥천사길 29,02-927-1400,02-927-6688,,6,258.0,1,16,14,85,67,37.5984056,127.0091044,미운영,2015-01-01,,,,2021-07-23,일반,0,3,2,1,1,1,0,0,0,8,0,15,14,11,11,16,0,0,0,67,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,02:21.0,127.0091731,37.59881445,정좌표
1279,1380,송파구,11710000707,석촌동주민센터어린이집,국공립,정상,5684,서울특별시 송파구 백제고분로37길 16 석촌동주민센터 1층,02-415-2100,02-415-1180,http://cafe.daum.net/seokchon3716,3,124.0,0,11,12,41,37,37.50355382,127.1036628,미운영,2015-01-01,,,,2021-07-23,야간연장,0,3,2,1,0,0,0,0,0,6,0,14,14,9,0,0,0,0,0,37,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,05:02.0,127.1036861,37.50356529,정좌표
1280,1381,성북구,11290000576,순복음어린이집,국공립,정상,2737,서울특별시 성북구 오패산로 89,02-941-9655,02-941-9656,,4,127.0,1,11,10,45,39,37.61009561,127.0350369,미운영,2015-01-01,,,,2021-07-23,일반,2,2,2,1,0,0,0,1,0,8,3,10,14,0,0,0,0,12,0,39,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,02:21.0,127.0350377,37.61009583,정좌표
1281,1383,성북구,11290000575,모래와어린이집,가정,정상,2831,서울특별시 성북구 성북로4길 52 203동 102호(돈암동 한신한진아파트),02-6205-3397,02-6499-3597,,3,69.0,0,4,7,20,19,37.59447334,127.0127047,미운영,2014-12-30,,,,2021-07-23,일반,2,2,1,0,0,0,0,0,0,5,3,9,7,0,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,02:21.0,127.0087724,37.5960197,정좌표
1282,1386,마포구,11440000410,한솔어린이집,가정,정상,4129,서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트 401동 103호,070-4133-3233,02-362-3233,,4,137.0,0,6,6,20,17,37.55243197,126.9543024,미운영,2014-12-22,,,,2021-07-23,일반,0,1,1,0,0,0,2,0,0,4,0,5,6,0,0,0,6,0,0,17,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,03:21.0,126.9551211,37.55320919,정좌표
1283,1387,성북구,11290000573,동아꼬마숲어린이집,가정,정상,2716,서울특별시 성북구 서경로 31 (정릉2동 푸른동아아파트 103동 102호),02-943-3332,0504-082-8286,http://www.littleforest.co.kr/home/jeongneung/,3,89.0,0,4,4,20,6,37.60688159,127.0144327,미운영,2014-12-19,,,,2021-07-23,일반,1,1,1,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,6,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,02:21.0,127.0137648,37.60782092,정좌표
1284,1390,용산구,11170000184,더프라임어린이집,민간,정상,4315,서울특별시 용산구 원효로90길 11 (원효로1가 용산더프라임),02-712-1880,02-714-1881,,6,105.0,0,5,10,39,35,37.54039598,126.9697164,미운영,2014-12-15,,,,2021-07-23,일반,1,4,2,0,0,0,0,0,0,7,3,19,13,0,0,0,0,0,0,35,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,01:30.0,126.9697182,37.54039536,정좌표
1285,1391,강남구,11680000449,에코비어린이집,가정,정상,6370,서울특별시 강남구 자곡로 260 402동 102호(자곡동강남한양수자인),02-3411-7208,02-6956-7208,,3,87.0,0,6,8,20,19,37.4765488,127.1116072,미운영,2014-12-12,,,,2021-07-23,일반,2,2,1,0,0,0,1,0,0,6,5,4,6,0,0,0,4,0,0,19,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04:51.0,127.1127524,37.47680352,정좌표
1286,1393,동대문구,11230000450,꼬마숲아띠어린이집,가정,정상,2598,서울특별시 동대문구 답십리로 130 309동 105호(답십리동 래미안위브아파트),02-6012-5176,,,3,55.0,0,4,6,20,20,37.57285658,127.0524024,미운영,2014-12-10,,,,2021-07-23,일반,2,2,1,0,0,0,2,0,0,7,3,10,7,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,02:00.0,127.0515818,37.5715033,정좌표
1287,1394,송파구,11710000708,위례새솔어린이집,국공립,정상,5853,서울특별시 송파구 위례순환로 413 위례근린공원8호 내,02-403-0011,02-403-0034,,15,1045.0,1,24,36,230,226,37.47797308,127.1412843,미운영,2014-12-10,,,,2021-07-23,장애아통합야간연장,2,2,4,4,3,3,0,0,2,20,6,10,28,60,60,56,0,0,6,226,0.0,0.0,0.0,0.0,0.0,1.0,27.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,37.0,05:02.0,127.1412853,37.47797297,정좌표
1288,1395,동대문구,11230000449,하랑어린이집,가정,정상,2598,서울특별시 동대문구 답십리로 130 107동 106호 (답십리동 래미안위브아파트),02-579-1547,02-579-1547,,3,55.0,0,4,6,20,18,37.57285658,127.0524024,미운영,2014-12-09,,,,2021-07-23,일반,3,2,1,1,0,0,2,0,0,9,3,10,0,0,0,0,5,0,0,18,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,02:01.0,127.0515818,37.5715033,정좌표
1289,1396,동대문구,11230000448,예은어린이집,가정,정상,2598,서울특별시 동대문구 답십리로 130 106동 106호 (답십리동 래미안위브아파트),02-2212-5673,02-2212-5673,,3,55.0,0,4,7,20,20,37.57285658,127.0524024,미운영,2014-12-08,,,,2021-07-23,일반,2,2,1,0,0,0,0,0,0,5,6,7,7,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,02:00.0,127.0515818,37.5715033,정좌표
1290,1397,강서구,11500000647,마곡3 연두어린이집,국공립,정상,7598,서울특별시 강서구 마곡서1로 132,02-2666-3353,02-2666-3353,,4,130.0,2,7,7,30,23,37.56853192,126.8197196,미운영,2014-12-04,,,,2021-07-23,야간연장,1,1,1,1,0,0,0,0,0,4,3,5,6,9,0,0,0,0,0,23,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,03:41.0,126.8205064,37.56780473,정좌표
1291,1399,은평구,11380000608,구립 대조어린이집,국공립,정상,3393,서울특별시 은평구 역말로 121,02-384-1010,02-385-1010,https://cafe.naver.com/daejo1010,4,132.0,0,16,12,49,43,37.61007464,126.9214184,미운영,2014-12-02,,,,2021-07-23,야간연장,2,3,2,1,0,0,0,0,0,8,6,15,14,8,0,0,0,0,0,43,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,03:01.0,126.9214218,37.61007787,정좌표
1292,1400,마포구,11440000408,하니어린이집,가정,정상,4129,서울특별시 마포구 마포대로 195 마포래미안푸르지오아파트 105동 105호,02-376-1005,02-376-1005,,3,47.0,0,4,5,17,9,37.55243197,126.9543024,미운영,2014-12-01,,,,2021-07-23,일반,2,1,1,0,0,0,1,0,0,5,3,4,2,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,03:21.0,126.9551211,37.55320919,정좌표
1293,1401,강동구,11740000474,구립기리울어린이집,국공립,정상,5356,서울특별시 강동구 진황도로49길 17 (길동244-3),02-485-2212,02-485-2201,,6,171.0,1,8,9,64,48,37.53457459,127.1409339,미운영,2014-12-01,,,,2021-07-23,야간연장,1,1,1,1,1,1,0,0,0,6,3,5,7,11,12,10,0,0,0,48,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,05:10.0,127.1409239,37.53455707,정좌표
1294,1402,성북구,11290000572,성북생명숲어린이집,국공립,정상,2712,서울특별시 성북구 서경로 173,02-3292-1671,02-3292-1633,http://sblife.kidswon.com/,6,317.0,2,21,14,79,79,37.61603256,127.0091835,미운영,2014-12-01,,,,2021-07-23,야간연장,0,2,2,1,1,1,0,0,0,7,0,10,14,15,20,20,0,0,0,79,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,02:21.0,127.0091832,37.61603345,정좌표
1295,1403,구로구,11530000586,연우어린이집,국공립,정상,8365,서울특별시 구로구 천왕로 50 천왕이펜하우스 s,02-2612-3378,02-2614-3378,,4,313.0,1,9,10,65,48,37.48165234,126.8386606,미운영,2014-12-01,,,,2021-07-23,장애아통합,0,0,1,1,1,1,0,1,1,6,0,0,7,12,0,17,0,9,3,48,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,03:51.0,126.8386618,37.4816534,정좌표
1296,1404,구로구,11530000587,개봉푸르지오어린이집,국공립,정상,8236,서울특별시 구로구 남부순환로 775 개봉푸르지오아파트 복지관1층 개봉푸르지오어린이집,02-2615-5003,02-6958-6003,,5,303.0,1,8,12,66,66,37.50156868,126.847163,미운영,2014-12-01,,,,2021-07-23,일반,1,3,2,1,0,0,0,1,0,8,2,15,14,15,0,0,0,20,0,66,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,03:51.0,126.8480217,37.49974032,정좌표
1297,1405,성동구,11200000354,구립마장현대어린이집,국공립,정상,4753,서울특별시 성동구 마장로35길 76 마장현대아파트 관리동 1층,02-2281-9281,02-2281-9281,,5,252.0,3,8,13,76,53,37.57026227,127.0419956,미운영,2014-12-01,,,,2021-07-23,야간연장,0,3,2,1,0,0,0,1,0,7,0,14,14,14,0,0,0,11,0,53,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,01:40.0,127.0419978,37.57026438,정좌표
1298,1407,강동구,11740000475,구립동심어린이집,국공립,정상,5237,서울특별시 강동구 고덕로27길 33-19,02-429-7787,02-429-7758,,5,173.0,1,8,12,65,46,37.55613426,127.1373892,미운영,2014-12-01,,,,2021-07-23,야간연장,2,2,2,1,0,0,0,1,0,8,6,10,14,8,0,0,0,8,0,46,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,05:10.0,127.1373954,37.55614393,정좌표
1299,1408,성동구,11200000357,구립 서울숲더샵어린이집,국공립,정상,4765,서울특별시 성동구 왕십리로 241 서울숲더샵아 1층,02-2296-2014,02-2296-2015,,3,179.0,1,7,12,41,32,37.55707597,127.040028,미운영,2014-11-26,,,,2021-07-23,야간연장,3,3,2,0,0,0,0,0,0,8,6,15,11,0,0,0,0,0,0,32,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,01:40.0,127.0402881,37.55583047,정좌표
1300,1409,동대문구,11230000447,새서울어린이집,가정,정상,2623,서울특별시 동대문구 한천로26길 23 (장안동),02-2245-4804,,,3,54.0,0,4,7,20,20,37.57172101,127.0672396,미운영,2014-11-25,,,,2021-07-23,일반,1,2,1,0,0,0,1,0,0,5,3,5,7,0,0,0,5,0,0,20,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,02:00.0,127.0672376,37.57172064,정좌표
1301,1411,강남구,11680000446,자곡어린이집,국공립,정상,6372,서울특별시 강남구 자곡로 175 LH 강남아이파크(관리동),02-445-3340,02-445-3341,,4,231.0,1,5,10,49,42,37.47425044,127.1025416,미운영,2014-11-11,,,,2021-07-23,야간연장,0,1,2,0,0,0,0,2,0,5,0,5,14,0,0,0,0,23,0,42,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,04:51.0,127.1013597,37.47441758,정좌표
1302,1413,동대문구,11230000446,휘경스마일어린이집,국공립,정상,2445,서울특별시 동대문구 이문로8길 8-7,02-959-6401,02-959-6450,,5,163.0,0,14,10,49,32,37.59148661,127.0577779,미운영,2014-11-01,,,,2021-07-23,야간연장,2,3,2,0,0,0,0,1,0,8,3,9,10,0,0,0,0,10,0,32,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,02:01.0,127.0577796,37.5914927,정좌표
1303,1415,동대문구,11230000444,래미안위브어린이집,민간,정상,2598,서울특별시 동대문구 답십리로 130 2단지 (답십리동  래미안위브아파트),02-2244-8881,02-2244-8828,,4,331.0,1,7,11,73,73,37.57285658,127.0524024,미운영,2014-10-30,,,,2021-07-23,일반,0,0,2,2,1,1,0,0,0,6,0,0,14,20,19,20,0,0,0,73,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,02:00.0,127.0515818,37.5715033,정좌표
1304,1416,동대문구,11230000445,솔샘숲어린이집,민간,정상,2598,서울특별시 동대문구 답십리로 130 1단지 (답십리동 래미안위브아파트),02-3394-7724,02-3394-7726,,4,335.0,1,8,13,73,71,37.57285658,127.0524024,미운영,2014-10-30,,,,2021-07-23,일반,0,1,5,3,0,0,0,4,0,13,0,5,34,0,0,0,0,32,0,71,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,02:00.0,127.0515818,37.5715033,정좌표
1305,1418,강서구,11500000639,마곡1 하람어린이집,국공립,정상,7598,서울특별시 강서구 마곡서1로 131,02-2663-0101,02-2663-0112,,3,129.0,1,7,9,23,23,37.56842183,126.8184295,미운영,2014-10-22,,,,2021-07-23,야간연장,2,1,1,0,0,0,1,0,0,5,6,5,7,0,0,0,5,0,0,23,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,03:41.0,126.8189238,37.56790043,정좌표
1306,1419,강서구,11500000638,마곡14 아이마당어린이집,국공립,정상,7630,서울특별시 강서구 마곡중앙로 33 상가동 1층,02-2661-1477,02-2661-1433,,7,345.0,3,10,17,95,78,37.55646714,126.826022,미운영,2014-10-22,,,,2021-07-23,장애아통합야간연장,0,2,2,1,1,1,0,0,2,9,0,10,14,13,17,18,0,0,6,78,0.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,03:41.0,126.8247026,37.55744761,정좌표
1307,1420,강서구,11500000645,마곡7 미래꿈어린이집,국공립,정상,7798,서울특별시 강서구 마곡서로 133,02-2664-0707,02-2664-0770,http://cafe.naver.com/future4242,6,240.0,1,13,16,88,79,37.56585523,126.8228025,미운영,2014-10-22,,,,2021-07-23,야간연장,3,2,2,1,1,1,0,0,0,10,3,10,14,14,20,18,0,0,0,79,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,03:41.0,126.8244446,37.56666009,정좌표
1308,1421,강서구,11500000644,마곡6 마곡숲어린이집,국공립,정상,7798,서울특별시 강서구 마곡서1로 100,02-2698-1004,02-2698-1004,,8,534.0,4,15,17,93,92,37.56575311,126.8196222,미운영,2014-10-22,,,,2021-07-23,야간연장,3,3,2,1,1,1,0,0,0,11,9,14,14,15,20,20,0,0,0,92,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,03:41.0,126.8213544,37.56373329,정좌표
